cgpa,ssc,hsc,internships,projects,aptitude,communication,training,placed
8.79,74.0,83.0,2.0,5.0,52.0,5.0,1.0,1
7.39,78.0,54.0,2.0,5.0,48.0,5.0,0.0,1
9.66,84.0,80.0,3.0,2.0,53.0,6.0,0.0,1
7.89,86.0,62.0,0.0,5.0,43.0,1.0,1.0,0
9.75,60.0,88.0,1.0,3.0,83.0,7.0,0.0,1
7.94,80.0,87.0,0.0,4.0,47.0,2.0,0.0,0
7.31,92.0,81.0,3.0,1.0,49.0,9.0,0.0,1
7.12,81.0,74.0,3.0,5.0,63.0,5.0,0.0,1
8.27,87.0,94.0,2.0,3.0,40.0,3.0,0.0,0
5.46,58.0,65.0,2.0,1.0,53.0,3.0,1.0,0
7.8,63.0,85.0,1.0,2.0,52.0,6.0,0.0,0
5.25,86.0,66.0,1.0,0.0,51.0,3.0,1.0,0
9.15,55.0,51.0,1.0,1.0,70.0,7.0,0.0,1
7.31,56.0,51.0,2.0,1.0,57.0,8.0,1.0,1
7.26,59.0,71.0,3.0,5.0,67.0,4.0,0.0,1
5.7,62.0,85.0,2.0,3.0,97.0,10.0,1.0,1
6.99,79.0,70.0,1.0,4.0,98.0,3.0,1.0,1
8.31,62.0,95.0,0.0,4.0,42.0,9.0,1.0,1
5.21,75.0,59.0,3.0,5.0,78.0,8.0,1.0,1
5.84,52.0,93.0,0.0,2.0,70.0,1.0,1.0,0
9.5,90.0,94.0,1.0,5.0,79.0,2.0,0.0,1
7.44,60.0,64.0,3.0,5.0,53.0,1.0,1.0,1
6.09,76.0,62.0,2.0,2.0,62.0,1.0,1.0,0
9.31,85.0,81.0,0.0,1.0,81.0,1.0,0.0,1
8.97,51.0,77.0,1.0,2.0,78.0,6.0,1.0,1
5.15,69.0,76.0,2.0,4.0,97.0,2.0,1.0,1
9.39,52.0,63.0,3.0,0.0,56.0,2.0,1.0,1
7.7,67.0,67.0,2.0,1.0,48.0,9.0,0.0,1
6.22,55.0,91.0,0.0,0.0,51.0,1.0,1.0,0
5.51,77.0,66.0,3.0,3.0,42.0,3.0,1.0,0
7.66,94.0,52.0,1.0,3.0,90.0,6.0,1.0,1
6.49,76.0,75.0,0.0,2.0,63.0,5.0,1.0,0
7.26,65.0,95.0,3.0,2.0,60.0,8.0,0.0,1
5.01,88.0,63.0,3.0,2.0,98.0,7.0,0.0,1
9.26,60.0,52.0,3.0,0.0,75.0,9.0,1.0,1
6.87,90.0,89.0,1.0,4.0,59.0,9.0,1.0,1
6.48,65.0,81.0,0.0,2.0,90.0,5.0,0.0,1
8.15,55.0,88.0,1.0,1.0,52.0,5.0,1.0,1
6.55,74.0,85.0,0.0,0.0,67.0,3.0,1.0,0
5.08,93.0,53.0,2.0,1.0,94.0,1.0,1.0,1
8.53,89.0,74.0,2.0,3.0,54.0,7.0,0.0,1
7.0,75.0,89.0,3.0,4.0,56.0,1.0,0.0,1
9.46,91.0,69.0,3.0,2.0,43.0,9.0,0.0,1
8.68,71.0,79.0,0.0,5.0,62.0,3.0,0.0,1
6.9,87.0,76.0,3.0,1.0,44.0,9.0,1.0,1
8.66,70.0,74.0,2.0,2.0,93.0,4.0,1.0,1
9.6,69.0,69.0,2.0,1.0,94.0,3.0,1.0,1
7.66,50.0,79.0,3.0,1.0,77.0,5.0,1.0,1
8.44,50.0,93.0,3.0,1.0,52.0,4.0,1.0,1
6.23,75.0,67.0,3.0,4.0,41.0,7.0,1.0,1
6.44,95.0,79.0,3.0,3.0,94.0,4.0,0.0,1
8.17,71.0,93.0,1.0,5.0,69.0,9.0,1.0,1
9.63,69.0,57.0,1.0,2.0,51.0,8.0,1.0,1
7.9,59.0,54.0,3.0,2.0,56.0,6.0,1.0,1
8.14,88.0,77.0,0.0,0.0,69.0,8.0,0.0,1
6.37,78.0,91.0,0.0,0.0,60.0,8.0,1.0,0
6.44,84.0,86.0,3.0,1.0,51.0,4.0,1.0,1
9.04,87.0,63.0,2.0,3.0,96.0,5.0,1.0,1
8.17,65.0,51.0,0.0,5.0,90.0,6.0,1.0,1
5.58,90.0,89.0,0.0,2.0,49.0,8.0,1.0,0
9.46,82.0,87.0,2.0,3.0,90.0,1.0,0.0,1
5.91,67.0,70.0,3.0,5.0,96.0,8.0,0.0,1
9.46,51.0,54.0,2.0,2.0,82.0,3.0,0.0,1
8.36,61.0,79.0,1.0,1.0,86.0,7.0,1.0,1
6.27,84.0,52.0,2.0,3.0,61.0,9.0,1.0,1
9.53,56.0,60.0,1.0,5.0,59.0,9.0,0.0,1
8.46,76.0,55.0,1.0,1.0,84.0,7.0,1.0,1
6.16,75.0,51.0,3.0,4.0,81.0,4.0,0.0,1
6.82,85.0,50.0,1.0,5.0,46.0,8.0,0.0,1
8.52,55.0,79.0,2.0,5.0,69.0,6.0,0.0,1
5.69,94.0,76.0,1.0,0.0,42.0,6.0,0.0,0
5.23,87.0,56.0,3.0,5.0,55.0,6.0,1.0,1
5.28,90.0,57.0,2.0,0.0,52.0,8.0,1.0,0
5.75,52.0,79.0,1.0,0.0,89.0,8.0,0.0,1
8.49,94.0,51.0,0.0,2.0,48.0,2.0,1.0,0
6.02,64.0,84.0,1.0,2.0,84.0,1.0,1.0,0
6.23,90.0,70.0,2.0,4.0,93.0,5.0,1.0,1
8.45,72.0,89.0,0.0,2.0,44.0,3.0,0.0,0
8.66,64.0,95.0,0.0,5.0,93.0,7.0,1.0,1
9.1,89.0,91.0,3.0,5.0,100.0,2.0,1.0,1
8.7,74.0,65.0,2.0,3.0,41.0,1.0,0.0,0
6.13,69.0,51.0,2.0,2.0,98.0,3.0,1.0,1
5.54,90.0,64.0,2.0,1.0,42.0,2.0,1.0,0
5.21,69.0,89.0,3.0,2.0,57.0,6.0,1.0,1
5.71,85.0,50.0,2.0,1.0,45.0,2.0,1.0,0
6.88,64.0,88.0,0.0,2.0,85.0,10.0,1.0,1
6.67,56.0,91.0,3.0,5.0,61.0,4.0,0.0,1
7.97,66.0,54.0,3.0,4.0,98.0,5.0,0.0,1
6.43,50.0,59.0,3.0,0.0,80.0,9.0,1.0,1
8.78,68.0,76.0,2.0,4.0,42.0,6.0,1.0,1
7.19,72.0,94.0,0.0,2.0,76.0,2.0,0.0,0
9.4,51.0,62.0,0.0,2.0,43.0,4.0,1.0,0
7.04,92.0,76.0,3.0,3.0,98.0,2.0,0.0,1
9.79,81.0,56.0,3.0,5.0,89.0,3.0,0.0,1
7.1,58.0,83.0,2.0,2.0,76.0,2.0,1.0,1
8.04,59.0,52.0,1.0,3.0,45.0,5.0,1.0,1
5.68,75.0,75.0,3.0,0.0,100.0,10.0,1.0,1
7.39,59.0,51.0,3.0,2.0,97.0,3.0,0.0,1
6.52,56.0,56.0,2.0,4.0,48.0,5.0,0.0,0
9.38,76.0,90.0,0.0,1.0,80.0,8.0,0.0,1
5.03,83.0,70.0,1.0,1.0,88.0,3.0,0.0,0
9.0,65.0,53.0,0.0,4.0,57.0,5.0,1.0,1
8.46,87.0,93.0,1.0,4.0,94.0,9.0,1.0,1
9.63,64.0,53.0,2.0,0.0,99.0,3.0,1.0,1
5.66,65.0,88.0,2.0,5.0,78.0,5.0,1.0,1
6.33,80.0,92.0,1.0,4.0,46.0,6.0,1.0,0
5.99,92.0,66.0,0.0,2.0,64.0,2.0,1.0,0
6.97,92.0,63.0,3.0,5.0,41.0,1.0,0.0,0
9.42,64.0,87.0,1.0,1.0,100.0,1.0,1.0,1
6.71,53.0,74.0,0.0,0.0,72.0,1.0,1.0,0
6.08,57.0,88.0,0.0,3.0,93.0,8.0,1.0,1
5.59,78.0,76.0,0.0,0.0,79.0,8.0,1.0,1
6.48,72.0,56.0,0.0,2.0,95.0,5.0,0.0,1
6.93,81.0,81.0,0.0,0.0,61.0,3.0,0.0,0
7.95,66.0,94.0,3.0,2.0,96.0,5.0,1.0,1
8.75,85.0,66.0,3.0,0.0,68.0,6.0,1.0,1
7.5,94.0,59.0,2.0,2.0,82.0,4.0,0.0,1
9.14,88.0,88.0,3.0,4.0,73.0,1.0,1.0,1
7.92,62.0,58.0,0.0,3.0,56.0,6.0,1.0,1
5.52,51.0,87.0,3.0,1.0,95.0,8.0,0.0,1
8.58,83.0,55.0,0.0,4.0,73.0,2.0,0.0,1
6.02,70.0,52.0,1.0,0.0,45.0,8.0,0.0,0
7.35,68.0,66.0,2.0,5.0,75.0,5.0,0.0,1
8.63,65.0,68.0,2.0,5.0,70.0,4.0,1.0,1
7.83,50.0,78.0,0.0,2.0,59.0,2.0,1.0,0
6.64,70.0,81.0,2.0,5.0,68.0,6.0,0.0,1
6.57,88.0,55.0,2.0,1.0,55.0,1.0,0.0,0
9.18,78.0,70.0,1.0,2.0,70.0,7.0,1.0,1
8.21,86.0,58.0,2.0,3.0,97.0,4.0,0.0,1
5.15,58.0,71.0,1.0,2.0,47.0,4.0,0.0,0
8.83,90.0,94.0,3.0,3.0,47.0,4.0,0.0,1
6.68,89.0,83.0,0.0,5.0,67.0,9.0,1.0,1
9.12,79.0,66.0,0.0,1.0,49.0,7.0,1.0,1
8.78,61.0,59.0,2.0,4.0,95.0,10.0,0.0,1
6.2,72.0,80.0,1.0,2.0,77.0,6.0,0.0,1
8.25,66.0,71.0,0.0,3.0,41.0,7.0,1.0,1
5.86,65.0,76.0,3.0,0.0,58.0,6.0,0.0,0
7.5,54.0,78.0,1.0,1.0,92.0,9.0,1.0,1
8.79,75.0,78.0,3.0,2.0,92.0,4.0,1.0,1
7.88,69.0,82.0,1.0,1.0,48.0,5.0,1.0,0
9.29,74.0,78.0,3.0,3.0,94.0,1.0,1.0,1
9.71,90.0,54.0,0.0,5.0,44.0,7.0,1.0,1
7.13,53.0,78.0,2.0,5.0,53.0,7.0,1.0,1
9.69,83.0,85.0,3.0,5.0,69.0,5.0,0.0,1
6.17,95.0,64.0,2.0,0.0,62.0,9.0,0.0,1
8.53,91.0,73.0,3.0,5.0,69.0,4.0,0.0,1
7.66,68.0,61.0,2.0,2.0,85.0,3.0,0.0,1
9.46,83.0,93.0,3.0,4.0,49.0,9.0,0.0,1
7.57,62.0,86.0,3.0,1.0,46.0,1.0,1.0,0
9.04,69.0,56.0,0.0,1.0,94.0,5.0,1.0,1
6.81,57.0,75.0,2.0,0.0,94.0,1.0,1.0,1
7.92,90.0,51.0,1.0,0.0,70.0,7.0,0.0,1
9.28,93.0,67.0,1.0,2.0,61.0,5.0,1.0,1
5.92,87.0,59.0,1.0,5.0,77.0,6.0,1.0,1
7.32,61.0,53.0,3.0,0.0,55.0,9.0,1.0,1
7.22,54.0,62.0,0.0,3.0,52.0,2.0,0.0,0
5.29,60.0,68.0,3.0,3.0,79.0,10.0,1.0,1
5.62,67.0,51.0,1.0,2.0,43.0,10.0,1.0,0
8.93,60.0,64.0,1.0,1.0,83.0,2.0,1.0,1
5.64,62.0,70.0,0.0,5.0,60.0,10.0,0.0,1
9.12,64.0,79.0,3.0,1.0,53.0,5.0,0.0,1
8.66,89.0,89.0,2.0,5.0,57.0,7.0,0.0,1
6.5,72.0,59.0,1.0,1.0,58.0,8.0,1.0,1
8.08,88.0,83.0,3.0,1.0,62.0,3.0,0.0,1
9.46,66.0,55.0,2.0,0.0,80.0,10.0,1.0,1
6.06,71.0,51.0,1.0,2.0,45.0,5.0,0.0,0
9.39,67.0,65.0,3.0,5.0,60.0,2.0,0.0,1
7.85,82.0,92.0,3.0,1.0,96.0,2.0,1.0,1
9.17,61.0,82.0,0.0,1.0,67.0,1.0,0.0,0
6.81,66.0,62.0,0.0,0.0,74.0,10.0,0.0,1
6.27,85.0,90.0,1.0,4.0,59.0,7.0,1.0,1
8.56,82.0,74.0,1.0,0.0,84.0,6.0,0.0,1
5.08,61.0,67.0,1.0,3.0,83.0,9.0,1.0,1
8.51,94.0,86.0,0.0,1.0,90.0,9.0,1.0,1
6.15,58.0,79.0,3.0,5.0,81.0,5.0,1.0,1
7.3,58.0,57.0,1.0,1.0,59.0,1.0,1.0,0
9.22,61.0,57.0,1.0,1.0,98.0,2.0,0.0,1
5.02,80.0,69.0,3.0,1.0,60.0,6.0,0.0,0
6.67,80.0,75.0,0.0,1.0,81.0,8.0,1.0,1
7.4,74.0,62.0,1.0,4.0,72.0,10.0,0.0,1
5.2,59.0,80.0,3.0,4.0,76.0,6.0,1.0,1
7.35,56.0,89.0,0.0,3.0,77.0,9.0,1.0,1
7.77,92.0,54.0,0.0,5.0,92.0,6.0,0.0,1
6.5,82.0,53.0,0.0,1.0,45.0,4.0,0.0,0
5.15,82.0,73.0,0.0,5.0,90.0,1.0,1.0,1
9.13,84.0,72.0,3.0,4.0,67.0,3.0,0.0,1
5.42,92.0,78.0,0.0,2.0,97.0,9.0,0.0,1
9.7,82.0,78.0,1.0,2.0,89.0,4.0,1.0,1
5.94,58.0,89.0,1.0,5.0,53.0,2.0,1.0,0
9.73,56.0,91.0,2.0,4.0,64.0,7.0,0.0,1
5.58,57.0,56.0,2.0,3.0,56.0,7.0,1.0,1
7.06,61.0,92.0,2.0,3.0,66.0,1.0,1.0,1
5.82,67.0,56.0,1.0,2.0,99.0,2.0,1.0,1
5.94,65.0,62.0,2.0,0.0,48.0,1.0,0.0,0
8.36,92.0,72.0,1.0,4.0,42.0,1.0,0.0,0
5.29,58.0,54.0,0.0,4.0,60.0,5.0,0.0,0
7.76,72.0,76.0,1.0,2.0,54.0,1.0,0.0,0
5.96,88.0,86.0,2.0,0.0,42.0,2.0,0.0,0
9.4,94.0,95.0,3.0,2.0,62.0,9.0,0.0,1
8.06,93.0,64.0,0.0,1.0,74.0,10.0,1.0,1
5.57,90.0,85.0,2.0,5.0,98.0,2.0,0.0,1
8.28,94.0,87.0,2.0,0.0,75.0,10.0,1.0,1
6.65,85.0,83.0,1.0,1.0,47.0,3.0,1.0,0
9.14,79.0,91.0,1.0,0.0,99.0,5.0,1.0,1
7.21,84.0,70.0,2.0,3.0,61.0,5.0,0.0,1
6.41,84.0,82.0,3.0,5.0,83.0,1.0,1.0,1
7.62,95.0,82.0,2.0,0.0,72.0,6.0,0.0,1
8.4,72.0,54.0,0.0,3.0,73.0,4.0,0.0,1
9.02,58.0,72.0,0.0,2.0,59.0,2.0,1.0,0
8.15,52.0,80.0,0.0,0.0,63.0,10.0,1.0,1
6.16,80.0,69.0,3.0,4.0,55.0,8.0,1.0,1
5.92,82.0,61.0,2.0,4.0,87.0,9.0,1.0,1
9.28,74.0,54.0,3.0,1.0,88.0,6.0,0.0,1
5.61,75.0,51.0,3.0,0.0,100.0,6.0,1.0,1
7.69,56.0,74.0,2.0,1.0,97.0,2.0,1.0,1
8.64,58.0,50.0,1.0,3.0,41.0,9.0,1.0,1
8.43,58.0,88.0,0.0,1.0,95.0,7.0,0.0,1
8.35,56.0,86.0,2.0,5.0,49.0,4.0,1.0,1
6.07,92.0,71.0,0.0,3.0,86.0,1.0,1.0,0
8.44,52.0,78.0,1.0,4.0,46.0,7.0,0.0,1
7.36,88.0,93.0,3.0,0.0,65.0,2.0,0.0,0
6.68,69.0,67.0,0.0,5.0,61.0,6.0,0.0,1
5.73,82.0,50.0,3.0,2.0,88.0,5.0,1.0,1
5.28,58.0,60.0,3.0,2.0,58.0,4.0,1.0,1
5.48,91.0,58.0,1.0,3.0,66.0,6.0,1.0,1
9.14,90.0,75.0,3.0,1.0,52.0,9.0,0.0,1
5.87,66.0,91.0,2.0,4.0,74.0,10.0,0.0,1
5.83,90.0,54.0,0.0,2.0,91.0,2.0,1.0,0
6.58,80.0,63.0,1.0,3.0,42.0,7.0,0.0,0
6.2,63.0,82.0,2.0,3.0,72.0,8.0,1.0,1
9.74,56.0,71.0,1.0,4.0,76.0,4.0,0.0,1
7.67,66.0,70.0,2.0,4.0,91.0,2.0,0.0,1
9.21,53.0,62.0,0.0,3.0,49.0,2.0,0.0,0
5.48,52.0,95.0,2.0,4.0,44.0,9.0,1.0,1
6.78,80.0,93.0,1.0,5.0,44.0,5.0,1.0,1
6.78,50.0,82.0,3.0,1.0,89.0,6.0,0.0,1
8.78,89.0,83.0,1.0,4.0,51.0,6.0,0.0,1
8.53,81.0,57.0,2.0,3.0,68.0,9.0,0.0,1
5.47,63.0,81.0,3.0,3.0,53.0,5.0,0.0,0
5.5,77.0,53.0,0.0,4.0,75.0,6.0,1.0,1
8.89,91.0,53.0,2.0,3.0,60.0,4.0,1.0,1
6.81,50.0,75.0,1.0,2.0,54.0,9.0,0.0,1
5.37,91.0,73.0,0.0,0.0,88.0,6.0,0.0,0
8.74,68.0,50.0,3.0,5.0,43.0,2.0,0.0,1
7.63,94.0,81.0,0.0,0.0,70.0,7.0,1.0,1
8.81,70.0,80.0,0.0,3.0,86.0,7.0,0.0,1
9.15,64.0,72.0,3.0,2.0,86.0,6.0,0.0,1
6.29,74.0,63.0,2.0,3.0,63.0,6.0,1.0,1
6.31,57.0,83.0,2.0,4.0,77.0,1.0,0.0,1
6.35,89.0,75.0,1.0,1.0,68.0,1.0,1.0,0
9.67,88.0,52.0,2.0,0.0,83.0,5.0,1.0,1
8.47,76.0,55.0,3.0,0.0,75.0,1.0,0.0,1
7.86,55.0,58.0,3.0,3.0,92.0,10.0,0.0,1
5.52,73.0,51.0,0.0,2.0,86.0,1.0,0.0,0
7.2,78.0,64.0,1.0,3.0,89.0,10.0,0.0,1
8.23,80.0,87.0,0.0,4.0,65.0,6.0,1.0,1
5.4,53.0,85.0,3.0,4.0,88.0,5.0,0.0,1
8.77,66.0,79.0,1.0,3.0,65.0,3.0,0.0,1
7.02,53.0,94.0,1.0,1.0,73.0,1.0,1.0,0
5.34,51.0,58.0,2.0,4.0,41.0,4.0,1.0,0
9.56,83.0,79.0,0.0,1.0,57.0,3.0,1.0,1
7.03,52.0,79.0,0.0,2.0,83.0,10.0,0.0,1
8.0,69.0,90.0,0.0,5.0,51.0,7.0,1.0,1
8.63,78.0,58.0,0.0,3.0,88.0,9.0,1.0,1
6.16,88.0,84.0,2.0,0.0,76.0,3.0,0.0,0
9.66,57.0,53.0,3.0,1.0,96.0,5.0,0.0,1
8.16,56.0,54.0,3.0,1.0,44.0,6.0,0.0,1
7.39,78.0,85.0,3.0,0.0,81.0,1.0,0.0,1
6.1,61.0,66.0,3.0,2.0,96.0,9.0,1.0,1
5.88,91.0,76.0,1.0,3.0,94.0,9.0,0.0,1
8.89,61.0,59.0,1.0,3.0,56.0,6.0,0.0,1
7.62,53.0,87.0,3.0,0.0,88.0,4.0,0.0,1
5.58,57.0,88.0,3.0,2.0,40.0,7.0,0.0,0
9.79,63.0,92.0,1.0,3.0,64.0,2.0,1.0,1
5.17,70.0,56.0,3.0,5.0,86.0,6.0,1.0,1
6.05,89.0,61.0,2.0,1.0,76.0,4.0,1.0,1
5.79,85.0,69.0,3.0,2.0,43.0,4.0,1.0,0
9.79,69.0,82.0,3.0,0.0,56.0,8.0,0.0,1
8.53,81.0,57.0,1.0,2.0,76.0,7.0,0.0,1
6.9,86.0,80.0,1.0,0.0,90.0,2.0,0.0,0
5.42,68.0,65.0,0.0,3.0,40.0,2.0,0.0,0
7.87,55.0,85.0,0.0,0.0,46.0,2.0,1.0,0
9.56,64.0,92.0,3.0,2.0,87.0,6.0,0.0,1
6.97,75.0,76.0,1.0,5.0,98.0,10.0,1.0,1
5.05,61.0,50.0,0.0,3.0,88.0,5.0,1.0,1
7.49,77.0,73.0,1.0,5.0,46.0,5.0,0.0,1
8.54,61.0,70.0,0.0,3.0,95.0,5.0,1.0,1
9.52,72.0,62.0,1.0,5.0,40.0,9.0,1.0,1
9.38,63.0,61.0,2.0,5.0,84.0,3.0,1.0,1
7.47,76.0,66.0,1.0,0.0,91.0,7.0,0.0,1
8.85,75.0,53.0,2.0,5.0,52.0,8.0,0.0,1
7.17,95.0,81.0,2.0,0.0,58.0,3.0,1.0,0
6.65,80.0,88.0,3.0,2.0,50.0,4.0,1.0,1
5.9,57.0,66.0,2.0,1.0,58.0,7.0,0.0,0
9.77,50.0,88.0,0.0,2.0,44.0,2.0,1.0,0
8.66,91.0,80.0,0.0,0.0,100.0,9.0,1.0,1
6.65,69.0,89.0,3.0,4.0,90.0,3.0,0.0,1
6.14,93.0,68.0,3.0,2.0,44.0,9.0,1.0,1
6.52,82.0,63.0,3.0,3.0,87.0,10.0,1.0,1
8.15,85.0,51.0,1.0,3.0,82.0,4.0,1.0,1
6.88,95.0,70.0,2.0,3.0,89.0,7.0,1.0,1
8.57,53.0,53.0,2.0,3.0,67.0,5.0,1.0,1
5.72,82.0,50.0,2.0,4.0,71.0,9.0,0.0,1
7.66,52.0,51.0,2.0,2.0,61.0,9.0,0.0,1
5.18,60.0,84.0,0.0,5.0,81.0,2.0,1.0,0
6.85,58.0,79.0,0.0,3.0,55.0,3.0,1.0,0
8.88,90.0,57.0,2.0,2.0,44.0,2.0,1.0,1
9.08,64.0,64.0,0.0,1.0,85.0,2.0,0.0,1
8.77,72.0,70.0,2.0,5.0,59.0,10.0,1.0,1
7.3,94.0,54.0,0.0,0.0,50.0,6.0,0.0,0
9.43,76.0,58.0,3.0,5.0,66.0,4.0,1.0,1
5.94,67.0,92.0,1.0,4.0,99.0,2.0,0.0,1
7.87,68.0,50.0,2.0,0.0,66.0,2.0,1.0,1
6.32,94.0,93.0,1.0,5.0,97.0,10.0,0.0,1
5.08,79.0,90.0,0.0,2.0,69.0,7.0,0.0,0
5.16,78.0,89.0,3.0,0.0,42.0,6.0,1.0,0
6.95,64.0,60.0,0.0,1.0,48.0,3.0,1.0,0
7.6,62.0,84.0,3.0,3.0,93.0,3.0,0.0,1
9.55,77.0,77.0,3.0,4.0,83.0,4.0,1.0,1
8.78,72.0,95.0,0.0,5.0,90.0,8.0,0.0,1
6.28,73.0,92.0,0.0,1.0,45.0,8.0,0.0,0
7.42,60.0,51.0,0.0,4.0,47.0,9.0,0.0,1
8.67,72.0,58.0,3.0,5.0,61.0,7.0,0.0,1
6.82,68.0,59.0,2.0,4.0,82.0,6.0,1.0,1
9.42,75.0,76.0,2.0,4.0,53.0,6.0,0.0,1
5.59,95.0,59.0,1.0,4.0,50.0,5.0,1.0,0
6.91,78.0,62.0,1.0,2.0,84.0,7.0,0.0,1
7.47,65.0,51.0,2.0,3.0,74.0,2.0,1.0,1
7.65,95.0,55.0,2.0,0.0,44.0,2.0,1.0,0
7.49,71.0,67.0,1.0,0.0,52.0,1.0,1.0,0
8.84,69.0,56.0,2.0,2.0,81.0,8.0,0.0,1
6.26,79.0,56.0,1.0,5.0,47.0,10.0,1.0,1
8.43,50.0,59.0,0.0,0.0,45.0,5.0,1.0,0
9.67,82.0,66.0,3.0,5.0,75.0,10.0,1.0,1
7.3,83.0,72.0,1.0,1.0,49.0,10.0,0.0,1
7.2,66.0,83.0,2.0,3.0,77.0,8.0,1.0,1
9.57,65.0,58.0,0.0,0.0,64.0,4.0,0.0,0
9.74,78.0,71.0,0.0,1.0,52.0,8.0,1.0,1
6.48,77.0,95.0,2.0,1.0,61.0,8.0,0.0,1
8.5,92.0,55.0,3.0,0.0,100.0,1.0,1.0,1
8.87,67.0,95.0,3.0,1.0,66.0,10.0,1.0,1
8.13,70.0,75.0,2.0,5.0,56.0,7.0,1.0,1
6.52,85.0,61.0,1.0,2.0,99.0,8.0,0.0,1
6.27,65.0,64.0,2.0,1.0,74.0,8.0,1.0,1
6.0,67.0,73.0,2.0,0.0,40.0,6.0,0.0,0
6.85,67.0,50.0,0.0,1.0,55.0,10.0,0.0,0
8.01,93.0,50.0,0.0,3.0,44.0,2.0,1.0,0
9.49,80.0,95.0,0.0,5.0,75.0,5.0,0.0,1
7.55,60.0,75.0,0.0,1.0,72.0,5.0,1.0,1
5.39,73.0,73.0,3.0,2.0,88.0,4.0,1.0,1
9.29,87.0,75.0,3.0,2.0,100.0,1.0,0.0,1
7.99,86.0,81.0,1.0,3.0,84.0,6.0,0.0,1
5.4,50.0,73.0,3.0,2.0,64.0,10.0,1.0,1
5.36,84.0,77.0,0.0,1.0,80.0,1.0,1.0,0
5.3,61.0,69.0,0.0,0.0,45.0,6.0,0.0,0
7.16,67.0,76.0,1.0,3.0,56.0,3.0,0.0,0
5.4,84.0,94.0,2.0,3.0,83.0,3.0,0.0,1
7.45,59.0,73.0,3.0,2.0,95.0,5.0,1.0,1
9.56,65.0,86.0,2.0,2.0,98.0,9.0,1.0,1
6.79,58.0,55.0,2.0,5.0,65.0,8.0,0.0,1
5.42,55.0,88.0,2.0,2.0,51.0,6.0,1.0,0
9.55,89.0,59.0,1.0,0.0,47.0,10.0,0.0,1
5.07,78.0,61.0,2.0,2.0,69.0,7.0,0.0,1
5.29,54.0,84.0,1.0,3.0,75.0,1.0,1.0,0
7.58,53.0,90.0,1.0,0.0,51.0,10.0,0.0,1
7.82,78.0,86.0,3.0,1.0,99.0,6.0,1.0,1
9.62,51.0,73.0,3.0,4.0,74.0,1.0,0.0,1
7.99,63.0,63.0,1.0,4.0,73.0,10.0,0.0,1
5.82,69.0,90.0,2.0,4.0,91.0,7.0,1.0,1
7.86,84.0,84.0,2.0,4.0,81.0,8.0,0.0,1
7.94,59.0,64.0,2.0,5.0,58.0,6.0,0.0,1
8.75,68.0,78.0,1.0,4.0,86.0,1.0,0.0,1
7.0,89.0,67.0,2.0,0.0,47.0,2.0,1.0,0
9.16,52.0,53.0,1.0,0.0,97.0,4.0,0.0,1
8.71,56.0,88.0,0.0,0.0,66.0,9.0,0.0,1
6.46,61.0,61.0,2.0,2.0,62.0,7.0,1.0,1
9.4,75.0,55.0,0.0,3.0,62.0,1.0,1.0,1
9.62,78.0,86.0,3.0,3.0,96.0,1.0,1.0,1
7.07,69.0,71.0,0.0,4.0,80.0,4.0,1.0,1
5.89,95.0,75.0,3.0,1.0,58.0,10.0,0.0,1
6.08,66.0,93.0,3.0,2.0,53.0,4.0,1.0,1
9.14,69.0,87.0,3.0,2.0,48.0,5.0,1.0,1
6.3,71.0,50.0,1.0,0.0,49.0,10.0,1.0,1
6.89,77.0,58.0,1.0,3.0,78.0,3.0,0.0,1
5.65,71.0,92.0,2.0,5.0,94.0,8.0,1.0,1
7.32,63.0,52.0,2.0,4.0,97.0,8.0,1.0,1
7.81,66.0,89.0,1.0,0.0,71.0,2.0,0.0,0
7.1,77.0,87.0,2.0,2.0,70.0,4.0,1.0,1
6.35,75.0,63.0,3.0,3.0,60.0,3.0,0.0,1
5.63,85.0,61.0,3.0,2.0,92.0,8.0,0.0,1
8.35,92.0,93.0,0.0,2.0,50.0,7.0,1.0,1
6.95,90.0,93.0,2.0,0.0,83.0,5.0,0.0,1
6.11,90.0,94.0,3.0,1.0,76.0,3.0,0.0,1
5.97,59.0,57.0,1.0,1.0,59.0,7.0,1.0,0
6.69,88.0,57.0,1.0,0.0,55.0,3.0,1.0,0
6.21,78.0,65.0,1.0,4.0,46.0,2.0,0.0,0
9.19,75.0,74.0,2.0,5.0,69.0,6.0,0.0,1
7.07,75.0,68.0,2.0,4.0,64.0,3.0,0.0,1
9.23,58.0,50.0,1.0,2.0,90.0,7.0,0.0,1
5.52,86.0,62.0,1.0,1.0,89.0,7.0,0.0,1
7.07,89.0,84.0,3.0,2.0,79.0,3.0,0.0,1
6.55,92.0,72.0,3.0,1.0,52.0,7.0,0.0,1
9.45,85.0,59.0,3.0,5.0,67.0,2.0,1.0,1
7.54,53.0,69.0,2.0,1.0,63.0,7.0,0.0,1
7.75,77.0,61.0,0.0,5.0,89.0,2.0,1.0,1
5.21,85.0,80.0,3.0,0.0,43.0,4.0,0.0,0
5.41,87.0,71.0,0.0,3.0,61.0,6.0,1.0,0
8.43,51.0,69.0,2.0,1.0,53.0,9.0,1.0,1
9.51,67.0,86.0,3.0,1.0,57.0,2.0,1.0,1
9.29,74.0,61.0,1.0,5.0,94.0,2.0,1.0,1
